old_id	new_id
2	6040
3	6041
4	6042
5	6043
6	6044
7	6045
8	6046
9	6047
10	6048
11	6049
12	6050
13	6051
14	6052
15	6053
16	6054
17	6055
18	6056
19	6057
20	6058
21	6059
22	6060
23	6061
24	6062
25	6063
26	6064
27	6065
28	6066
29	6067
30	6068
31	6069
32	6070
33	6071
34	6072
35	6073
36	6074
38	6075
39	6076
40	6077
41	6078
42	6079
43	6080
44	6081
45	6082
46	6083
47	6084
48	6085
49	6086
50	6087
52	6088
53	6089
54	6090
55	6091
57	6092
60	6093
61	6094
62	6095
63	6096
64	6097
65	6098
66	6099
67	6100
68	6101
69	6102
70	6103
71	6104
72	6105
74	6106
75	6107
76	6108
78	6109
79	6110
81	6111
82	6112
84	6113
86	6114
87	6115
88	6116
89	6117
90	6118
92	6119
93	6120
94	6121
95	6122
96	6123
98	6124
99	6125
100	6126
101	6127
102	6128
103	6129
104	6130
105	6131
107	6132
108	6133
110	6134
111	6135
113	6136
114	6137
116	6138
117	6139
118	6140
119	6141
120	6142
121	6143
122	6144
125	6145
126	6146
129	6147
130	6148
131	6149
132	6150
135	6151
137	6152
138	6153
139	6154
141	6155
144	6156
145	6157
146	6158
147	6159
148	6160
149	6161
150	6162
151	6163
152	6164
153	6165
154	6166
155	6167
156	6168
157	6169
158	6170
159	6171
160	6172
161	6173
162	6174
163	6175
164	6176
165	6177
166	6178
167	6179
168	6180
169	6181
170	6182
171	6183
172	6184
173	6185
174	6186
175	6187
176	6188
177	6189
178	6190
179	6191
180	6192
181	6193
182	6194
183	6195
184	6196
185	6197
186	6198
187	6199
188	6200
189	6201
190	6202
191	6203
192	6204
193	6205
194	6206
195	6207
196	6208
197	6209
198	6210
199	6211
200	6212
201	6213
202	6214
203	6215
204	6216
205	6217
206	6218
207	6219
208	6220
209	6221
211	6222
212	6223
213	6224
215	6225
216	6226
217	6227
218	6228
219	6229
220	6230
222	6231
223	6232
224	6233
225	6234
227	6235
228	6236
229	6237
230	6238
231	6239
233	6240
234	6241
235	6242
236	6243
237	6244
238	6245
239	6246
240	6247
241	6248
242	6249
243	6250
244	6251
245	6252
246	6253
247	6254
248	6255
249	6256
250	6257
251	6258
252	6259
253	6260
254	6261
255	6262
256	6263
257	6264
258	6265
259	6266
260	6267
261	6268
263	6269
265	6270
266	6271
267	6272
268	6273
270	6274
271	6275
272	6276
273	6277
274	6278
275	6279
276	6280
277	6281
278	6282
279	6283
280	6284
281	6285
282	6286
283	6287
286	6288
288	6289
289	6290
290	6291
291	6292
292	6293
294	6294
295	6295
296	6296
297	6297
298	6298
299	6299
300	6300
301	6301
303	6302
304	6303
306	6304
307	6305
308	6306
309	6307
310	6308
311	6309
312	6310
313	6311
314	6312
315	6313
316	6314
317	6315
318	6316
319	6317
320	6318
322	6319
324	6320
325	6321
326	6322
327	6323
328	6324
329	6325
330	6326
331	6327
332	6328
333	6329
334	6330
335	6331
336	6332
337	6333
338	6334
339	6335
340	6336
341	6337
342	6338
343	6339
344	6340
345	6341
346	6342
347	6343
348	6344
349	6345
350	6346
351	6347
352	6348
353	6349
354	6350
355	6351
356	6352
357	6353
358	6354
359	6355
361	6356
362	6357
364	6358
365	6359
366	6360
367	6361
368	6362
369	6363
371	6364
372	6365
373	6366
374	6367
375	6368
376	6369
377	6370
378	6371
379	6372
380	6373
381	6374
382	6375
383	6376
384	6377
385	6378
386	6379
387	6380
388	6381
390	6382
391	6383
392	6384
393	6385
394	6386
401	6387
402	6388
405	6389
407	6390
408	6391
409	6392
410	6393
411	6394
412	6395
413	6396
414	6397
415	6398
416	6399
417	6400
418	6401
419	6402
420	6403
421	6404
