6873	5950	1
6873	8010	1
6873	5232	1
6873	7538	1
6873	5231	0
6873	5438	0
6873	2751	0
6873	3090	0
6873	4392	1
6873	1394	0
6873	1971	0
6873	4410	1
6873	4122	0
6873	6968	1
6873	6418	1
6873	4110	1
6873	4212	0
6874	2007	0
6874	2923	1
6874	6302	1
6874	3812	1
6874	7783	0
6872	6415	0
6872	3343	0
6872	1003	1
6872	6416	0
6872	6619	0
6872	6413	0
6872	6414	0
6872	6025	0
6872	1394	0
6872	6971	0
6872	5225	0
6870	5736	1
6870	1572	1
6870	1729	0
6870	3775	0
6870	7800	0
531	2017	0
531	3598	1
531	6675	0
531	6210	0
531	5300	0
531	610	0
531	2494	0
531	698	0
531	4233	0
531	6320	0
531	4859	0
530	1539	0
530	4302	1
530	4148	0
530	3955	0
530	5989	0
530	4190	0
530	2101	0
530	3844	0
530	5726	0
530	7631	0
6869	3802	0
6869	5766	0
6869	58	0
6869	1271	0
6869	201	1
6869	1609	0
6869	5161	0
6869	3093	1
6869	1394	0
6869	4002	0
6869	39	0
6869	1379	1
6869	7243	1
6869	6366	1
2951	2438	1
2951	6509	0
2951	7505	0
2951	2742	0
2951	1394	1
2951	5700	0
2951	6971	0
2951	39	0
2951	4562	1
2951	1390	0
2951	2193	1
2951	2192	1
2951	4072	0
2951	1970	0
2951	7169	0
2951	6490	0
2951	2194	1
2951	3000	0
2951	4611	0
2951	5949	0
2951	547	0
2951	4647	0
2951	5945	0
2951	5942	0
2950	1196	1
2950	5785	0
2950	222	1
2950	1273	1
2950	58	0
2950	5345	1
2950	3904	1
2950	1970	1
2950	2490	1
2950	160	1
2950	893	1
2950	1276	1
2950	3416	1
2950	2384	1
6868	2146	1
6868	7573	1
6868	45	0
6868	7103	0
6868	4697	0
6868	5625	1
6868	2324	1
6868	8086	0
6868	6512	0
6868	948	0
6868	6362	0
6868	7189	0
6868	3984	1
6868	4545	1
6868	7819	0
6868	4822	0
6868	4537	0
6868	4611	1
6868	559	0
6868	884	1
6868	4152	1
6868	5110	0
6868	4617	1
6868	1484	1
1821	6994	1
1821	4340	1
1821	1295	1
1821	1915	1
1821	7132	0
6867	4071	0
6867	8059	1
6867	7208	0
6867	2793	0
6867	6306	0
6867	123	0
6867	3884	0
6867	104	0
6867	1143	0
6867	7120	0
6867	235	0
6867	665	0
6866	1602	1
6866	541	0
6866	6940	1
6866	1443	0
6866	7505	1
6866	6155	1
6866	2074	1
6866	6322	0
6866	4565	0
1822	20	1
1822	5842	1
1822	4596	1
1822	946	0
1822	1034	0
1822	5489	0
1822	3051	1
1822	3133	1
2952	5736	1
2952	222	1
2952	3999	0
2952	2120	1
2952	7127	1
2952	7876	1
2952	5041	1
2952	4747	1
2955	1196	0
2955	4341	0
2955	1273	1
2955	58	0
2955	7039	0
2955	2932	1
2955	8083	0
2955	2778	0
2955	6950	0
2955	3868	0
2955	2260	0
2955	1241	0
2955	4108	0
2955	4573	0
2955	458	0
2955	5839	0
2955	3416	0
2955	6904	0
2955	5229	0
6865	1263	0
6865	1273	0
6865	4774	0
6865	859	0
6865	3715	0
6864	5143	1
6864	5330	1
6864	3627	1
6864	802	1
6864	864	1
6864	5087	1
6864	5086	1
6864	110	1
6864	3606	1
6864	4453	0
6864	16	1
6864	20	1
6864	5841	1
6864	4919	0
532	7486	1
532	5128	1
532	5796	0
532	8010	1
532	4363	0
532	123	0
532	7125	1
532	5171	0
532	3825	1
532	4247	1
532	2814	0
532	6968	1
532	7891	1
532	4039	1
532	2574	0
532	2101	1
532	5945	0
532	5227	0
532	5942	0
532	4155	1
2954	4863	1
2954	7859	0
2954	4869	1
2954	698	1
2954	7284	1
2954	5043	1
2954	4745	0
2954	8095	0
2954	948	0
2954	4616	1
2954	1698	1
2954	4557	0
2954	1709	0
2954	6969	0
2954	4813	0
1820	1110	1
1820	205	1
1820	1627	1
1820	5847	0
1820	2642	0
1820	6214	1
1820	2641	1
1820	2640	1
1820	5946	1
1820	5229	1
1820	8123	1
1820	1390	1
1825	2871	0
1825	7290	0
1825	1195	1
1825	6971	0
1825	5458	0
1825	6678	0
539	4042	0
539	4697	1
539	4203	0
539	4103	1
539	6699	1
2956	987	1
2956	7167	0
2956	1479	1
2956	6559	1
2956	2583	0
2956	2293	0
2956	3284	0
2956	4897	0
2956	3878	0
2956	2744	0
538	7494	1
538	4198	1
538	6433	0
538	1273	1
538	4048	0
538	2906	1
538	7039	0
538	4292	1
538	4683	0
538	2703	0
538	3825	0
538	7783	1
538	7301	1
538	2490	0
537	222	0
537	8010	0
537	5729	0
537	1273	1
537	3999	0
537	5960	0
537	2921	0
537	3825	1
537	7426	0
537	3168	1
537	8073	0
537	3070	1
537	6522	1
537	6061	0
537	5229	1
537	4150	0
537	4906	1
537	4233	0
537	1484	1
2959	7125	0
2959	36	1
2959	4587	0
2959	7472	1
2959	6272	0
2959	3803	0
2959	6500	0
2959	6252	0
2959	2490	0
2959	6351	1
2959	6319	0
2959	2793	1
2959	3699	0
2959	6862	0
2959	1043	0
2959	1276	0
2959	3079	0
2959	591	0
2959	6426	0
2958	7673	1
2958	4318	0
2958	7677	0
2958	4353	0
2958	4233	0
2958	6576	0
1824	4208	0
1824	7497	0
1824	7496	0
1824	7538	1
1824	7679	0
1824	6940	1
1824	7493	1
