5859	11049	1
5859	12777	1
5859	10486	1
5859	12376	1
5859	10485	0
5859	10649	0
5859	8422	0
5859	8698	0
5859	9786	1
5859	7327	0
5859	7779	0
5859	9804	1
5859	9567	0
5859	11890	1
5859	11440	1
5859	9556	1
5859	9636	0
5860	7810	0
5860	8563	1
5860	11341	1
5860	9313	1
5860	12587	0
5858	11437	0
5858	8916	0
5858	7018	1
5858	11438	0
5858	11596	0
5858	11435	0
5858	11436	0
5858	11109	0
5858	7327	0
5858	11893	0
5858	10479	0
5857	10880	1
5857	7463	1
5857	7593	0
5857	9279	0
5857	12603	0
452	7819	0
452	9135	1
452	11643	0
452	11260	0
452	10536	0
452	6691	0
452	8206	0
452	6759	0
452	9652	0
452	11358	0
452	10180	0
451	7441	0
451	9706	1
451	9586	0
451	9441	0
451	11084	0
451	9615	0
451	7891	0
451	9342	0
451	10872	0
451	12458	0
5856	9304	0
5856	10903	0
5856	6232	0
5856	7222	0
5856	6361	1
5856	7494	0
5856	10430	0
5856	8701	1
5856	7327	0
5856	9475	0
5856	6215	0
5856	7313	1
5856	12129	1
5856	11395	1
2516	8160	1
2516	11507	0
2516	12349	0
2516	8413	0
2516	7327	1
2516	10851	0
2516	11893	0
2516	6215	0
2516	9931	1
2516	7323	0
2516	7962	1
2516	7961	1
2516	9525	0
2516	7778	0
2516	12067	0
2516	11489	0
2516	7963	1
2516	8625	0
2516	9973	0
2516	11048	0
2516	6635	0
2516	10003	0
2516	11044	0
2516	11041	0
2515	7169	1
2515	10920	0
2515	6381	1
2515	7224	1
2515	6232	0
2515	10571	1
2515	9398	1
2515	7778	1
2515	8203	1
2515	6324	1
2515	6925	1
2515	7226	1
2515	8981	1
2515	8117	1
5855	7920	1
5855	12408	1
5855	6221	0
5855	12007	0
5855	10038	0
5855	10791	1
5855	8066	1
5855	12845	0
5855	11510	0
5855	6969	0
5855	11392	0
5855	12085	0
5855	9461	1
5855	9917	1
5855	12619	0
5855	10147	0
5855	9910	0
5855	9973	1
5855	6647	0
5855	6916	1
5855	9590	1
5855	10385	0
5855	9979	1
5855	7401	1
1556	11915	1
1556	9741	1
1556	7243	1
1556	7734	1
1556	12032	0
5854	9524	0
5854	12821	1
5854	12100	0
5854	8458	0
5854	11344	0
5854	6291	0
5854	9380	0
5854	6273	0
5854	7130	0
5854	12021	0
5854	6394	0
5854	6732	0
5853	7490	1
5853	6630	0
5853	11865	1
5853	7368	0
5853	12349	1
5853	11216	1
5853	7866	1
5853	11359	0
5853	9934	0
1557	6199	1
1557	10961	1
1557	9960	1
1557	6967	0
1557	7043	0
1557	10695	0
1557	8670	1
1557	8735	1
2517	10880	1
2517	6381	1
2517	9472	0
2517	7899	1
2517	12028	1
2517	12669	1
2517	10328	1
2517	10086	1
2519	7169	0
2519	9742	0
2519	7224	1
2519	6232	0
2519	11954	0
2519	8570	1
2519	12842	0
2519	8445	0
2519	11875	0
2519	9365	0
2519	8014	0
2519	7201	0
2519	9554	0
2519	9941	0
2519	6574	0
2519	10958	0
2519	8981	0
2519	11841	0
2519	10483	0
5851	10413	1
5851	10559	1
5851	9162	1
5851	6847	1
5851	6899	1
5851	10367	1
5851	10366	1
5851	6279	1
5851	9143	1
5851	9845	0
5851	6195	1
5851	6199	1
5851	10960	1
5851	10228	0
453	12330	1
453	10400	1
453	10928	0
453	12777	1
453	9763	0
453	6291	0
453	12026	1
453	10440	0
453	9325	1
453	9660	1
453	8476	0
453	11890	1
453	12682	1
453	9501	1
453	8267	0
453	7891	1
453	11044	0
453	10481	0
453	11041	0
453	9593	1
2518	10184	1
2518	12654	0
2518	10190	1
2518	6759	1
2518	12162	1
2518	10330	1
2518	10084	0
2518	12853	0
2518	6969	0
2518	9978	1
2518	7568	1
2518	9926	0
2518	7577	0
2518	11891	0
2518	10139	0
1555	7108	1
1555	6365	1
1555	7510	1
1555	10966	0
1555	8326	0
1555	11264	1
1555	8325	1
1555	8324	1
1555	11045	1
1555	10483	1
1555	12876	1
1555	7323	1
1559	8522	0
1559	12168	0
1559	7168	1
1559	11893	0
1559	10666	0
1559	11644	0
457	9504	0
457	10038	1
457	9627	0
457	9549	1
457	11660	1
2520	7005	1
2520	12065	0
2520	7396	1
2520	11551	1
2520	8275	0
2520	8039	0
2520	8862	0
2520	10215	0
2520	9374	0
2520	8415	0
456	12338	1
456	9622	1
456	11450	0
456	7224	1
456	9510	0
456	8549	1
456	11954	0
456	9698	1
456	10026	0
456	8379	0
456	9325	0
456	12587	1
456	12179	1
456	8203	0
455	6381	0
455	12777	0
455	10874	0
455	7224	1
455	9472	0
455	11057	0
455	8561	0
455	9325	1
455	12277	0
455	8764	1
